,Unnamed: 0,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
3,3,T.Skubal o7.5 Ks,kylemurray03,-130,1.3,T.Skubal,2.3,0.9999999999999998,Detroit Tigers,Pittsburgh Pirates,1.0,0.3,0,0.2,0,0.3,0
7,7,G.Canning u4.5 Ks,MrTuttle05,-105,1.05,G.Canning,2.05,0.9999999999999998,Los Angeles Angels,New York Yankees,1.0,0.7,1,0.6,1,0.7,1
12,12,L.Castillo u5.5 Ks,jimsannes,120,1.0,L.Castillo,2.2,1.2000000000000002,Seattle Mariners,Houston Astros,1.0,0.2727272727272727,0,0.4,0,0.2,0
22,22,M.Clevinger u4.5 Ks,BJCunningham,105,1.0,M.Clevinger,2.05,1.0499999999999998,Chicago White Sox,Toronto Blue Jays,1.0,0.25,0,0.25,0,0.25,0
25,25,B.Brown u5.5 Ks,BJCunningham,100,1.0,B.Brown,2.0,1.0,Chicago Cubs,Milwaukee Brewers,0.0,0.8,1,0.8,1,0.8,1
32,32,B.Bello o4.5 Ks,Thespinzone,110,0.25,B.Bello,0.525,0.275,Boston Red Sox,Baltimore Orioles,0.0,0.5,0,0.6,1,0.5,0
38,38,T.Skubal o7.5 ks,Jason Radowitz,-138,1.0,T.Skubal,1.7246376811594204,0.7246376811594204,Detroit Tigers,Pittsburgh Pirates,1.0,0.3,0,0.2,0,0.3,0
39,39,G.Canning u4.5 ks,Jason Radowitz,-128,1.0,G.Canning,1.78125,0.78125,Los Angeles Angels,New York Yankees,1.0,0.7,1,0.6,1,0.7,1
44,44,K.Gausman o5.5 strikeouts,Rotowire,100,0.75,K.Gausman,1.5,0.75,Toronto Blue Jays,Chicago White Sox,0.0,0.6,1,0.8,1,0.6,1
45,45,M.Spence u4.5 strikeouts,Rotowire,100,0.75,M.Spence,1.5,0.75,Oakland Athletics,Tampa Bay Rays,0.0,1.0,1,1.0,1,1.0,1
46,46,B.Pfaadt o4.5 strikeouts,Rotowire,100,0.75,B.Pfaadt,1.5,0.75,Arizona Diamondbacks,Texas Rangers,0.0,0.6,1,0.6,1,0.6,1
47,47,C.Ragans o6.5 strikeouts,Rotowire,100,0.75,C.Ragans,1.5,0.75,Kansas City Royals,Minnesota Twins,0.0,0.6363636363636364,1,0.8,1,0.6,1
48,48,F.Peralta u7.5 strikeouts,Rotowire,100,0.75,F.Peralta,1.5,0.75,Milwaukee Brewers,Chicago Cubs,1.0,0.7,1,0.8,1,0.7,1
