,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
2,J.Paxton u5.5 Hits Allowed,SBK5065,-139,1.0,J.Paxton,1.7194244604316546,0.7194244604316546,Los Angeles Dodgers,San Diego Padres,0.0,0.7777777777777778,1,0.8,1,0.8,1
3,L.Castillo u3.5 Earned Runs,SBK5065,-151,1.0,L.Castillo,1.6622516556291391,0.6622516556291391,Seattle Mariners,Boston Red Sox,0.0,0.7142857142857143,1,0.8,1,0.7,1
4,J.Paxton u5.5 Hits Allowed,MrTuttle05,-140,1.4,J.Paxton,2.4,1.0,Los Angeles Dodgers,San Diego Padres,0.0,0.7777777777777778,1,0.8,1,0.8,1
5,C.Burnes u18.5 Outs,SBK5065,-128,1.2,C.Burnes,2.1374999999999997,0.9374999999999998,Baltimore Orioles,Toronto Blue Jays,1.0,0.6190476190476191,1,0.6,1,0.4,0
7,G.Cole u3.5 Earned Runs,SBK5065,-160,1.0,G.Cole,1.625,0.625,New York Yankees,Philadelphia Phillies,0.0,0.6666666666666666,1,0.6,1,0.6666666666666666,1
9,E.Cabrera o1.5 Earned Runs,SBK5065,-163,1.0,E.Cabrera,1.6134969325153374,0.6134969325153374,Miami Marlins,Tampa Bay Rays,0.0,0.75,1,0.8,1,0.75,1
10,G.Canning u5.5 Ks,MrTuttle05,-131,1.31,G.Canning,2.31,1.0,Los Angeles Angels,Colorado Rockies,1.0,0.95,1,1.0,1,1.0,1
13,J.Naylor o0.5 HR,MrTuttle05,550,1.38,J.Naylor,8.969999999999999,7.589999999999999,Cleveland Guardians,Detroit Tigers,0.0,0.20618556701030927,0,0.0,0,0.0,0
20,G.Moreno o1.5 hits+runs+rbi,Rotowire,100,0.75,G.Moreno,1.5,0.75,Arizona Diamondbacks,Washington Nationals,1.0,0.4430379746835443,0,0.8,1,0.6,1
21,J.Profar o0.5 hits+runs+rbi,Rotowire,100,0.75,J.Profar,1.5,0.75,San Diego Padres,Los Angeles Dodgers,1.0,0.8269230769230769,1,1.0,1,0.8,1
22,M.Wacha u5.5 strikeouts,Rotowire,100,0.75,M.Wacha,1.5,0.75,Kansas City Royals,Chicago White Sox,0.0,0.5882352941176471,1,0.4,0,0.4,0
24,A.Nola o5.5 strikeouts,Rotowire,100,0.75,A.Nola,1.5,0.75,Philadelphia Phillies,New York Yankees,1.0,0.55,1,0.8,1,0.6,1
26,J.Cannon o3.5 strikeouts,Rotowire,100,0.75,J.Cannon,1.5,0.75,Chicago White Sox,Kansas City Royals,1.0,0.5,0,0.2,0,0.5,0
27,J.Paxton u4.5 strikeouts,Rotowire,100,0.75,J.Paxton,1.5,0.75,Los Angeles Dodgers,San Diego Padres,0.0,0.7777777777777778,1,0.6,1,0.7,1
28,G.Canning u5.5 strikeouts,Rotowire Prizepicks,100,1.5,G.Canning,3.0,1.5,Los Angeles Angels,Colorado Rockies,1.0,0.95,1,1.0,1,1.0,1
29,J.Cannon o3.5 strikeouts,Rotowire Prizepicks,100,1.5,J.Cannon,3.0,1.5,Chicago White Sox,Kansas City Royals,1.0,0.5,0,0.2,0,0.5,0
30,L.Lynn o4.5 strikeouts,Rotowire Prizepicks,100,1.5,L.Lynn,3.0,1.5,St Louis Cardinals,Texas Rangers,1.0,0.65,1,0.4,0,0.6,1
31,C.Burnes o5.5 strikeouts,Rotowire Prizepicks,100,1.5,C.Burnes,3.0,1.5,Baltimore Orioles,Toronto Blue Jays,1.0,0.5238095238095238,1,0.4,0,0.4,0
