Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit
Z.Eflin u1.5 BB,Markus_Markets,Baltimore Orioles,Z.Eflin,Detroit Tigers,0.0,1.0,1,1.0,1,1.0,1,-160,1.0,1.625,0.625
Z.Eflin u1.5 BB,SBK5065,Baltimore Orioles,Z.Eflin,Detroit Tigers,0.0,1.0,1,1.0,1,1.0,1,-160,1.5,2.4375,0.9375
A.Nola u18.5 Outs,cowhitchurch,Philadelphia Phillies,A.Nola,New York Mets,1.0,0.6206896551724138,1,0.6,1,0.8,1,-190,1.0,1.526315789473684,0.5263157894736841
A.Nola u18.5 Outs,SBK5065,Philadelphia Phillies,A.Nola,New York Mets,1.0,0.6206896551724138,1,0.6,1,0.8,1,-185,1.0,1.5405405405405406,0.5405405405405406
W.Contreras o1.5 hits+runs+rbi,Rotowire,Milwaukee Brewers,W.Contreras,Arizona Diamondbacks,0.0,0.5845070422535211,1,0.8,1,0.4,0,100,0.75,1.5,0.75
A.Garcia o1.5 hits+runs+rbi,Rotowire,Texas Rangers,A.Garcia,Seattle Mariners,0.0,0.4571428571428571,0,0.4,0,0.4,0,100,0.75,1.5,0.75
B.Marsh o0.5 total bases,Rotowire Prizepicks,Philadelphia Phillies,B.Marsh,New York Mets,1.0,0.5702479338842975,1,0.8,1,0.8,1,100,1.5,3.0,1.5
S.Schwellenbach o5.5 strikeouts,Rotowire Prizepicks,Atlanta Braves,S.Schwellenbach,Los Angeles Dodgers,1.0,0.6470588235294118,1,0.6,1,0.7,1,100,1.5,3.0,1.5
S.Aldegheri o1.5 walks allowed,Rotowire,Los Angeles Angels,S.Aldegheri,Houston Astros,1.0,1.0,1,1.0,1,1.0,1,100,0.75,1.5,0.75
D.Cease o1.5 earned runs,Rotowire,San Diego Padres,D.Cease,San Francisco Giants,0.0,0.6,1,1.0,1,0.6,1,100,0.75,1.5,0.75
D.Herz u5.5 Ks,GreenDotDaily,Washington Nationals,D.Herz,Miami Marlins,1.0,0.625,1,0.6,1,0.6,1,128,1.0,2.28,1.2800000000000002
F.Alvarez o0.5 hits+runs+rbi,Rotowire,New York Mets,F.Alvarez,Philadelphia Phillies,0.0,0.6794871794871795,1,0.6,1,0.7,1,100,0.75,1.5,0.75
J.Aranda o0.5 hits+runs+rbi,Rotowire,Tampa Bay Rays,J.Aranda,Cleveland Guardians,0.0,0.6551724137931034,1,1.0,1,0.7,1,100,0.75,1.5,0.75
K.Gausman u2.5 Earned Runs,PlayerPropSavant,Toronto Blue Jays,K.Gausman,St Louis Cardinals,1.0,0.5,0,0.6,1,0.5,0,-120,1.2,2.2,1.0000000000000002
J.Quintana u4.5 Ks,AnthonyDabbundo,New York Mets,J.Quintana,Philadelphia Phillies,0.0,0.6428571428571429,1,0.6,1,0.4,0,102,1.0,2.02,1.02
M.Semien o1.5 hits+runs+rbi,Rotowire,Texas Rangers,M.Semien,Seattle Mariners,0.0,0.5034965034965035,1,0.8,1,0.6,1,100,0.75,1.5,0.75
Z.Gelof o0.5 total bases,Rotowire Prizepicks,Oakland Athletics,Z.Gelof,Chicago White Sox,0.0,0.5081967213114754,1,0.8,1,0.7,1,100,1.5,3.0,1.5
