,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
6,E.Fedde o7.5 Ks,gneiffer07,700,0.14,E.Fedde,1.12,0.9800000000000001,Chicago White Sox,Chicago Cubs,0,0.25,0,0.2,0,0.3,0
7,E.Fedde o6.5 Ks,gneiffer07,340,0.29,E.Fedde,1.276,0.986,Chicago White Sox,Chicago Cubs,0,0.3333333333333333,0,0.2,0,0.3,0
9,E.Fedde o4.5 Ks,gneiffer07,-130,1.3,E.Fedde,2.3,0.9999999999999998,Chicago White Sox,Chicago Cubs,0,0.5833333333333334,1,0.6,1,0.6,1
16,Z.Eflin u0.5 BB,SBK5065,130,0.5,Z.Eflin,1.15,0.6499999999999999,Tampa Bay Rays,Miami Marlins,0,0.7,1,0.8,1,0.7,1
17,A.Nola u18.5 Outs,JoeDellera,-146,0.73,A.Nola,1.23,0.5,Philadelphia Phillies,Milwaukee Brewers,1,0.5,0,0.4,0,0.4,0
18,A.Nola u18.5 Outs,SBK5065,-146,0.73,A.Nola,1.23,0.5,Philadelphia Phillies,Milwaukee Brewers,1,0.5,0,0.4,0,0.4,0
23,A.Ashby o4.5 Ks,MrTuttle05,110,1.0,A.Ashby,2.1,1.1,Milwaukee Brewers,Philadelphia Phillies,0,0.0,0,0.0,0,0.0,0
25,J.Hicks u15.5 Outs,PropBetGuy,-120,1.2,J.Hicks,2.2,1.0000000000000002,San Francisco Giants,Arizona Diamondbacks,0,0.6666666666666666,1,0.8,1,0.7,1
30,M.Mikolas u4.5 Ks,The_Oddsmaker,-150,1.0,M.Mikolas,1.6666666666666665,0.6666666666666665,St Louis Cardinals,Houston Astros,0,0.5833333333333334,1,0.6,1,0.6,1
32,K.Maeda u4.5 ks,Jason Radowitz,-170,1.0,K.Maeda,1.5882352941176472,0.5882352941176472,Detroit Tigers,Texas Rangers,0,0.5555555555555556,1,0.4,0,0.5555555555555556,1
34,J.Estes o4.5 ks,Jason Radowitz,-152,1.0,J.Estes,1.6578947368421053,0.6578947368421053,Oakland Athletics,Seattle Mariners,1,0.75,1,0.75,1,0.75,1
38,R.Bliss u1.5 total bases,Rotowire,100,0.75,R.Bliss,1.5,0.75,Seattle Mariners,Oakland Athletics,0,1.0,1,1.0,1,1.0,1
40,Z.Eflin o3.5 strikeouts,Rotowire,100,0.75,Z.Eflin,1.5,0.75,Tampa Bay Rays,Miami Marlins,0,0.7,1,0.4,0,0.7,1
41,J.Paxton o3.5 strikeouts,Rotowire,100,0.75,J.Paxton,1.5,0.75,Los Angeles Dodgers,Pittsburgh Pirates,0,0.5,0,0.4,0,0.5,0
43,Z.Eflin o14.5 outs,Rotowire Prizepicks,100,1.5,Z.Eflin,3.0,1.5,Tampa Bay Rays,Miami Marlins,0,1.0,1,1.0,1,1.0,1
44,J.Gallo o0.5 total bases,Rotowire Prizepicks,100,1.5,J.Gallo,3.0,1.5,Washington Nationals,New York Mets,1,0.4358974358974359,0,0.6,1,0.7,1
45,P.Corbin u3.5 strikeouts,Rotowire Prizepicks,100,1.5,P.Corbin,3.0,1.5,Washington Nationals,New York Mets,1,0.5,0,0.4,0,0.5,0
