,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Date
0,T.Fitzgerald,San Francisco Giants,Washington Nationals,0,5,2,2,0,1,0,6,.375,.634,1.009,0.085,1.69,0.03,1.15,-0.1,4,-7,9,0,0,3,808
1,H.Ramos,San Francisco Giants,Washington Nationals,0,5,1,1,0,1,2,6,.345,.503,.849,-0.051,2.04,-0.02,1.39,-0.9,2,1,0,0,0,1,808
2,M.Conforto,San Francisco Giants,Washington Nationals,0,4,2,2,2,2,0,6,.318,.440,.758,0.141,2.37,0.06,1.61,1.3,6,2,0,0,0,2,808
3,M.Chapman,San Francisco Giants,Washington Nationals,0,5,0,1,1,1,3,6,.336,.449,.785,-0.182,2.07,-0.07,1.40,-0.1,2,1,0,0,0,1,808
4,M.Canha,San Francisco Giants,Washington Nationals,0,6,0,4,2,0,1,6,.345,.358,.703,0.500,2.26,0.20,1.53,2.4,6,-14,18,0,0,5,808
5,J.Encarnacion,San Francisco Giants,Washington Nationals,0,4,1,0,1,1,2,5,.308,.480,.788,-0.053,1.88,-0.02,1.27,-0.4,2,0,0,0,0,0,808
6,M.Yastrzemski,San Francisco Giants,Washington Nationals,0,5,1,1,1,0,3,5,.316,.445,.762,0.121,2.34,0.05,1.58,0.6,3,-10,11,0,0,2,808
7,C.Schmitt,San Francisco Giants,Washington Nationals,0,3,0,0,0,0,1,3,.200,.403,.603,-0.113,1.40,-0.05,0.95,-1.0,0,0,0,0,0,0,808
8,L.Wade,San Francisco Giants,Washington Nationals,0,1,0,0,0,0,0,1,.409,.395,.804,-0.049,1.78,-0.02,1.20,-0.2,0,0,0,0,0,0,808
9,B.Wisely,San Francisco Giants,Washington Nationals,0,1,1,1,1,0,0,1,.291,.375,.666,0.123,4.56,0.05,3.09,0.6,3,1,0,0,0,1,808
10,J.Reetz,San Francisco Giants,Washington Nationals,0,2,0,1,0,1,1,3,.200,.429,.629,0.083,0.84,0.03,0.57,0.7,1,0,1,0,0,2,808
