,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,E.Perez o6.5 strikeouts,Chris Landers,+115,1,2.15,1.15,E.Perez,Miami Marlins,Washington Nationals,1.0,0.46153846153846156,0,0.8,1,0.5,0
1,Z.Wheeler u7.5 strikeouts,Chris Landers,-165,1,1.606060606060606,0.606060606060606,Z.Wheeler,Philadelphia Phillies,St. Louis Cardinals,1.0,0.7741935483870968,1,1.0,1,1.0,1
3,C.Blackmon o0.5 Runs Scored,Thespinzone,+150,0.1,0.25,0.15,C.Blackmon,Colorado Rockies,Baltimore Orioles,0.0,0.5633802816901409,1,0.8,1,0.8,1
5,G.Henderson o0.5 RBI,Thespinzone,+150,0.1,0.25,0.15,G.Henderson,Baltimore Orioles,Colorado Rockies,1.0,0.3504273504273504,0,0.6,1,0.6,1
8,B.Drury o0.5 RBI,Thespinzone,+155,0.15,0.38249999999999995,0.23249999999999996,B.Drury,Los Angeles Angels,New York Mets,0.0,0.3617021276595745,0,1.0,1,0.6,1
18,K.Carpenter o0.5 RBI,Thespinzone,+185,0.1,0.28500000000000003,0.18500000000000003,K.Carpenter,Detroit Tigers,Houston Astros,1.0,0.32558139534883723,0,0.8,1,0.7,1
20,R.Refsnyder u0.5 Hits,SBK5065,+185,0.5,1.425,0.925,R.Refsnyder,Boston Red Sox,Los Angeles Dodgers,1.0,0.5774647887323944,1,0.8,1,0.8,1
21,F.Freeman o0.5 RBI,Thespinzone,+148,0.15,0.372,0.222,F.Freeman,Los Angeles Dodgers,Boston Red Sox,0.0,0.4015748031496063,0,0.4,0,0.2,0
23,J.Urias u5.5 Ks,PropBetGuy,-115,1.15,2.1499999999999995,0.9999999999999996,J.Urias,Los Angeles Dodgers,Boston Red Sox,0.0,0.6111111111111112,1,1.0,1,0.8,1
26,J.Meneses o0.5 RBI,Thespinzone,+200,0.1,0.30000000000000004,0.20000000000000004,J.Meneses,Washington Nationals,Miami Marlins,0.0,0.34710743801652894,0,0.4,0,0.4,0
36,E.Rosario o0.5 RBI,Thespinzone,+210,0.21,0.651,0.44100000000000006,E.Rosario,Atlanta Braves,San Francisco Giants,0.0,0.26785714285714285,0,0.6,1,0.4,0
