,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,K.Tucker o0.5 hits,Teddy Ricketson,-275,1,1.3636363636363638,0.36363636363636376,K.Tucker,Houston Astros,Oakland Athletics,0.0,0.6808510638297872,1,1.0,1,0.8,1
3,R.Arozarena o0.5 RBI,Thespinzone,+145,0.1,0.24500000000000002,0.14500000000000002,R.Arozarena,Tampa Bay Rays,Baltimore Orioles,1.0,0.3723404255319149,0,0.6,1,0.3,0
8,L.Nootbaar o0.5 Runs Scored,Thespinzone,+110,0.15,0.315,0.165,L.Nootbaar,St. Louis Cardinals,Chicago Cubs,0.0,0.47692307692307695,0,0.6,1,0.7,1
9,N.Arenado o0.5 RBI,Thespinzone,+165,0.1,0.265,0.165,N.Arenado,St. Louis Cardinals,Chicago Cubs,0.0,0.42857142857142855,0,0.8,1,0.7,1
10,N.Hoerner o0.5 RBI,Thespinzone,+230,0.08,0.264,0.184,N.Hoerner,Chicago Cubs,St. Louis Cardinals,1.0,0.3563218390804598,0,0.8,1,0.6,1
16,N.Castellanos o0.5 RBI,Thespinzone,+170,0.1,0.27,0.17,N.Castellanos,Philadelphia Phillies,Milwaukee Brewers,1.0,0.3763440860215054,0,0.4,0,0.2,0
17,T.Walker o4.5 Ks,PropBetGuy,-119,1.0,1.8403361344537816,0.8403361344537816,T.Walker,Philadelphia Phillies,Milwaukee Brewers,1.0,0.5789473684210527,1,0.8,1,0.6,1
19,A.Slater o0.5 Runs Scored,Thespinzone,+105,0.15,0.30749999999999994,0.15749999999999995,A.Slater,San Francisco Giants,Cincinnati Reds,0.0,0.34210526315789475,0,0.6,1,0.4,0
21,A.Abbott o5.5 Ks,PropBetGuy,-118,1.0,1.847457627118644,0.847457627118644,A.Abbott,Cincinnati Reds,San Francisco Giants,1.0,0.625,1,0.8,1,0.625,1
24,E.Julien o0.5 Runs Scored,Thespinzone,+125,0.15,0.33749999999999997,0.18749999999999997,E.Julien,Minnesota Twins,Seattle Mariners,0.0,0.3958333333333333,0,0.8,1,0.8,1
26,P.Lopez u8.5 Ks,The_Oddsmaker,-154,1.0,1.6493506493506493,0.6493506493506493,P.Lopez,Minnesota Twins,Seattle Mariners,0.0,0.6842105263157895,1,0.4,0,0.5,0
27,G.Kirby u6.5 Ks,The_Oddsmaker,+100,1.0,2.0,1.0,G.Kirby,Seattle Mariners,Minnesota Twins,1.0,0.7222222222222222,1,0.8,1,0.7,1
36,C.Carroll o0.5 Runs Scored,Thespinzone,+115,0.17,0.3655,0.19549999999999998,C.Carroll,Arizona Diamondbacks,Atlanta Braves,0.0,0.5164835164835165,1,0.6,1,0.4,0
39,K.Carpenter o0.5 RBI,Thespinzone,+140,0.1,0.24,0.13999999999999999,K.Carpenter,Detroit Tigers,Kansas City Royals,0.0,0.3018867924528302,0,0.6,1,0.6,1
