,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
2,R.Mountcastle o1.5 Total Bases,Dan Servodidio,-110,1.0,1.9090909090909092,0.9090909090909092,R.Mountcastle,Baltimore Orioles,New York Mets,1.0,0.4230769230769231,0,1.0,1,0.7,1
3,J.Paxton u6.5 Strikeouts,Dan Servodidio,-110,1.0,1.9090909090909092,0.9090909090909092,J.Paxton,Boston Red Sox,Toronto Blue Jays,1.0,0.46153846153846156,0,0.6,1,0.4,0
7,S.Steer o0.5 RBI,Thespinzone,+100,0.11,0.22,0.11,S.Steer,Cincinnati Reds,Washington Nationals,1.0,0.4056603773584906,0,0.8,1,0.7,1
8,N.Senzel u1.5 Hits,SBK5065,-225,0.5,0.7222222222222222,0.2222222222222222,N.Senzel,Cincinnati Reds,Washington Nationals,1.0,0.8108108108108109,1,0.8,1,0.9,1
12,A.Bohm o0.5 RBI,Thespinzone,+180,0.1,0.27999999999999997,0.17999999999999997,A.Bohm,Philadelphia Phillies,Kansas City Royals,1.0,0.40625,0,0.6,1,0.4,0
19,C.Bellinger o0.5 Runs Scored,Thespinzone,+150,0.1,0.25,0.15,C.Bellinger,Chicago Cubs,Atlanta Braves,1.0,0.5897435897435898,1,0.6,1,0.5,0
20,D.Swanson o0.5 Runs Scored,Thespinzone,+138,0.1,0.238,0.13799999999999998,D.Swanson,Chicago Cubs,Atlanta Braves,1.0,0.4105263157894737,0,0.8,1,0.6,1
21,Y.Gomes o0.5 RBI,Thespinzone,+200,0.1,0.30000000000000004,0.20000000000000004,Y.Gomes,Chicago Cubs,Atlanta Braves,1.0,0.4189189189189189,0,0.8,1,0.6,1
22,M.Olson o0.5 RBI,Thespinzone,+114,0.11,0.23539999999999997,0.12539999999999996,M.Olson,Atlanta Braves,Chicago Cubs,0.0,0.46226415094339623,0,1.0,1,0.6,1
23,M.Olson o0.5 HR,Thespinzone,+225,0.08,0.26,0.18,M.Olson,Atlanta Braves,Chicago Cubs,0.0,0.24528301886792453,0,0.6,1,0.4,0
24,A.Riley o0.5 Runs Scored,Thespinzone,-103,0.11,0.21679611650485436,0.10679611650485436,A.Riley,Atlanta Braves,Chicago Cubs,0.0,0.5188679245283019,1,0.6,1,0.5,0
25,R.Mountcastle o0.5 RBI,Thespinzone,+160,0.1,0.26,0.16,R.Mountcastle,Baltimore Orioles,New York Mets,1.0,0.3333333333333333,0,0.8,1,0.5,0
27,D.Peterson u5.5 Hits Allowed,SBK5065,-140,0.5,0.8571428571428572,0.3571428571428572,D.Peterson,New York Mets,Baltimore Orioles,0.0,0.625,1,1.0,1,0.8,1
30,L.Allen u5.5 Ks,SBK5065,-130,0.5,0.8846153846153846,0.3846153846153846,L.Allen,Cleveland Guardians,Chicago White Sox,1.0,0.7333333333333333,1,0.8,1,0.8,1
31,L.Allen u5.5 Ks,PropBetGuy,-126,1.0,1.7936507936507935,0.7936507936507935,L.Allen,Cleveland Guardians,Chicago White Sox,1.0,0.7333333333333333,1,0.8,1,0.8,1
32,C.Seager o0.5 RBI,Thespinzone,+175,0.18,0.495,0.315,C.Seager,Texas Rangers,Miami Marlins,1.0,0.4852941176470588,0,0.6,1,0.4,0
38,Y.Darvish o5.5 Ks,JoeDellera,-138,0.5,0.8623188405797102,0.3623188405797102,Y.Darvish,San Diego Padres,Los Angeles Dodgers,1.0,0.5789473684210527,1,0.6,1,0.6,1
43,R.Greene o0.5 Runs Scored,Thespinzone,+105,0.1,0.205,0.10499999999999998,R.Greene,Detroit Tigers,Tampa Bay Rays,1.0,0.5,0,0.6,1,0.6,1
46,Y.Alvarez o1.5 Total Bases,charliedisturco,-115,0.5,0.9347826086956521,0.4347826086956521,Y.Alvarez,Houston Astros,New York Yankees,0.0,0.5,0,0.6,1,0.5,0
51,C.Rea u5.5 Ks,stevietpfl,-149,1.0,1.6711409395973154,0.6711409395973154,C.Rea,Milwaukee Brewers,Pittsburgh Pirates,1.0,0.6842105263157895,1,0.6,1,0.7,1
