,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
0,C.Criswell,Boston Red Sox,Baltimore Orioles,0, 4 ,6,7,6,1,2,0,3.96,76,47,31,5,11,4,13,25,-0.270,0.76,-0.14,0.67,-5.0,12,527
1,C.Irvin,Baltimore Orioles,Boston Red Sox,1, 5 ,4,0,0,3,6,0,2.84,92,61,35,7,19,6,7,62,0.219,1.13,0.16,1.35,2.5,15,527
2,C.Bassitt,Toronto Blue Jays,Chicago White Sox,0, 5 ,5,0,0,0,7,0,4.03,81,52,24,11,17,5,9,64,0.269,1.00,0.07,0.45,2.6,15,527
3,N.Nastrini,Chicago White Sox,Toronto Blue Jays,1, 5 ,3,3,3,4,5,2,9.92,82,44,19,8,17,3,10,50,-0.091,0.68,-0.00,0.01,-0.4,15,527
4,A.Marsh,Kansas City Royals,Minnesota Twins,0, 7 ,5,5,5,2,7,2,3.24,103,64,40,6,18,8,10,52,-0.161,0.54,-0.12,0.68,-1.4,21,527
5,J.Ryan,Minnesota Twins,Kansas City Royals,1, 7 ,4,1,1,0,9,0,2.96,99,68,37,13,18,6,10,74,0.303,0.72,0.20,0.79,2.6,21,527
6,M.Parker,Washington Nationals,Atlanta Braves,0, 6.1,5,3,3,0,6,1,3.45,100,74,44,16,14,8,10,57,0.123,0.37,0.05,0.24,0.5,19,527
7,C.Morton,Atlanta Braves,Washington Nationals,1, 5.2,12,8,8,2,7,1,4.29,103,71,42,17,12,5,14,18,-0.350,0.47,-0.24,0.54,-5.1,17,527
8,L.Lynn,St Louis Cardinals,Cincinnati Reds,0, 6 ,5,3,1,3,5,1,3.45,92,56,31,9,16,8,9,56,-0.057,0.80,-0.03,0.74,0.3,18,527
9,N.Lodolo,Cincinnati Reds,St. Louis Cardinals,1, 5.1,5,1,1,0,3,1,3.12,81,55,30,6,19,8,10,57,0.178,0.91,0.06,0.50,1.7,16,527
10,X.Curry,Cleveland Guardians,Colorado Rockies,0, 3.1,6,7,6,2,3,1,5.68,74,51,35,5,11,3,11,23,-0.508,1.29,-0.31,1.32,-4.9,10,527
11,A.Molina,Colorado Rockies,Cleveland Guardians,1, 1.2,2,3,3,3,0,0,8.35,45,24,18,0,6,4,2,36,-0.197,1.15,-0.02,0.18,-2.3,5,527
12,J.Steele,Chicago Cubs,Milwaukee Brewers,0, 7 ,3,0,0,1,8,0,4.45,93,63,29,12,22,7,8,78,0.450,0.99,0.32,1.16,3.6,21,527
13,R.Gasser,Milwaukee Brewers,Chicago Cubs,1, 6 ,3,0,0,0,7,0,1.96,81,60,31,12,17,5,9,73,0.216,0.99,0.18,1.38,2.1,18,527
14,T.Walker,Philadelphia Phillies,San Francisco Giants,0, 6 ,9,6,5,2,4,0,5.51,98,65,41,3,21,11,12,34,-0.407,1.12,-0.21,0.94,-2.9,18,527
15,B.Snell,San Francisco Giants,Philadelphia Phillies,1, 4 ,5,4,3,2,7,1,10.42,90,52,29,9,14,3,8,43,-0.224,1.04,-0.13,1.00,-2.0,12,527
16,T.Rogers,Miami Marlins,San Diego Padres,0, 5.1,6,1,1,2,3,1,5.65,90,52,37,4,11,9,9,53,0.113,1.12,0.01,0.16,1.1,16,527
17,M.King,San Diego Padres,Miami Marlins,1, 5 ,3,1,1,1,7,1,4.09,89,60,32,16,12,5,6,63,0.165,0.96,0.09,0.92,1.5,15,527
18,F.Valdez,Houston Astros,Seattle Mariners,0, 6 ,6,3,3,3,4,0,4.34,96,59,36,6,17,15,5,49,-0.075,0.88,-0.03,0.69,-0.1,18,527
19,B.Miller,Seattle Mariners,Houston Astros,1, 6 ,5,2,2,2,6,0,3.48,93,62,37,11,14,4,13,58,0.124,1.22,0.08,1.38,0.9,18,527
