,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
0,J.Sears,Oakland Athletics,New York Yankees,0, 6 ,3,0,0,1,7,0,3.38,91,60,33,13,14,5,8,72,0.361,1.02,0.14,0.68,3.1,18,422
1,C.Rodon,New York Yankees,Oakland Athletics,1, 7 ,1,0,0,2,4,0,2.70,92,57,33,5,19,8,9,77,0.450,1.18,0.31,1.33,3.6,21,422
2,R.Suarez,Philadelphia Phillies,Cincinnati Reds,0, 7 ,2,0,0,1,5,0,1.36,88,54,27,14,13,9,8,77,0.342,0.79,0.24,0.91,3.8,21,422
3,H.Greene,Cincinnati Reds,Philadelphia Phillies,1, 7 ,7,4,4,2,6,0,4.55,99,66,38,14,14,6,15,51,-0.118,0.68,-0.07,0.72,-0.2,21,422
4,J.Ross,Milwaukee Brewers,Pittsburgh Pirates,0, 5.1,6,2,1,1,4,1,4.05,79,53,29,15,9,8,8,53,0.152,0.90,0.12,1.14,1.6,16,422
5,J.Jones,Pittsburgh Pirates,Milwaukee Brewers,1, 6 ,4,1,1,2,7,1,2.79,91,63,24,25,14,10,5,65,0.231,1.21,0.14,1.24,2.1,18,422
6,T.Skubal,Detroit Tigers,Tampa Bay Rays,0, 6 ,3,0,0,0,9,0,1.82,86,58,29,13,16,4,7,75,0.238,0.74,0.15,0.78,3.0,18,422
7,Z.Littell,Tampa Bay Rays,Detroit Tigers,1, 6 ,9,6,5,0,7,2,3.33,86,64,33,14,17,3,17,39,-0.246,0.53,-0.13,0.48,-3.0,18,422
8,R.Weathers,Miami Marlins,Atlanta Braves,0, 5.2,6,3,3,3,1,1,3.16,96,59,40,5,14,13,9,43,-0.083,0.80,-0.02,0.31,-0.3,17,422
9,B.Elder,Atlanta Braves,Miami Marlins,1, 6.2,8,0,0,0,4,0,0.00,87,56,33,10,13,11,10,62,0.352,1.03,0.24,1.18,3.6,20,422
10,Y.Kikuchi,Toronto Blue Jays,Kansas City Royals,0, 6 ,5,2,2,0,4,1,2.28,81,58,32,12,14,8,11,58,0.207,0.80,0.12,0.80,1.1,18,422
11,B.Singer,Kansas City Royals,Toronto Blue Jays,1, 6 ,5,5,5,3,5,1,2.76,107,65,34,11,20,8,10,44,-0.186,0.77,-0.12,0.85,-1.9,18,422
12,J.Cannon,Chicago White Sox,Minnesota Twins,0, 3.2,9,6,6,1,5,0,7.27,75,50,29,5,16,5,9,23,-0.289,0.59,-0.04,0.13,-4.3,11,422
13,C.Paddack,Minnesota Twins,Chicago White Sox,1, 7 ,6,0,0,0,10,0,5.57,96,64,36,13,15,11,6,75,0.216,0.55,0.08,0.34,3.6,21,422
14,B.Pfaadt,Arizona Diamondbacks,St. Louis Cardinals,0, 5.1,2,2,2,3,4,0,4.97,80,48,24,9,15,6,8,57,-0.021,1.29,-0.01,1.23,0.2,16,422
15,L.Lynn,St Louis Cardinals,St. Louis Cardinals,0, 5 ,7,3,3,3,7,0,2.81,94,54,25,12,17,6,9,45,-0.083,0.99,-0.04,0.75,-0.4,15,422
16,D.Cease,San Diego Padres,Colorado Rockies,0, 7 ,1,1,1,0,8,0,1.82,90,59,29,17,13,6,8,79,0.364,0.93,0.21,0.91,3.2,21,422
17,A.Gomber,Colorado Rockies,San Diego Padres,1, 5 ,4,1,1,3,2,0,4.32,95,57,29,7,21,6,11,54,0.187,1.17,0.05,0.48,2.0,15,422
18,A.Suarez,Baltimore Orioles,Los Angeles Angels,0, 5.2,4,0,0,2,5,0,0.00,89,52,27,16,9,7,8,64,0.314,0.96,0.21,1.10,2.9,17,422
19,R.Detmers,Los Angeles Angels,Baltimore Orioles,1, 7 ,6,4,4,3,4,2,2.12,99,68,42,11,15,10,12,50,-0.086,0.69,-0.04,0.57,-0.3,21,422
20,J.Quintana,New York Mets,San Francisco Giants,0, 5 ,7,5,5,3,4,1,4.21,91,53,29,4,20,10,7,34,-0.229,0.89,-0.14,0.95,-2.5,15,422
21,K.Winn,San Francisco Giants,New York Mets,1, 6 ,4,1,1,1,6,1,3.54,87,60,34,9,17,10,4,65,0.147,0.70,0.07,0.59,1.1,18,422
