,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
0,J.Taillon,Chicago Cubs,Milwaukee Brewers,0, 6 ,6,3,3,1,4,0,2.84,87,61,34,7,20,7,12,51,-0.081,0.70,-0.06,0.79,0.1,18,530
1,C.Rea,Milwaukee Brewers,Chicago Cubs,1, 5.1,5,1,1,1,5,1,3.77,79,55,33,4,18,5,10,58,0.145,0.90,0.12,1.28,1.4,16,530
2,D.Lynch,Kansas City Royals,Minnesota Twins,0, 5 ,5,3,2,0,2,2,1.50,72,47,28,5,14,7,12,49,-0.003,1.30,-0.00,1.72,-0.4,15,530
3,C.Paddack,Minnesota Twins,Kansas City Royals,1, 5.2,5,4,4,2,4,2,4.57,88,54,33,8,13,6,12,45,-0.132,0.73,-0.09,0.83,-1.1,17,530
4,H.Harris,Oakland Athletics,Tampa Bay Rays,0, 5.2,4,3,1,3,7,2,3.14,102,69,33,16,20,3,10,57,0.067,0.92,0.01,0.29,-0.1,17,530
5,S.Armstrong,Tampa Bay Rays,Oakland Athletics,1, 2 ,2,0,0,0,1,0,3.62,26,18,9,2,7,2,5,53,0.097,1.01,0.03,0.57,1.0,6,530
6,S.Arrighetti,Houston Astros,Seattle Mariners,0, 6 ,2,0,0,3,8,0,5.98,90,55,26,13,16,4,7,73,0.300,0.92,0.10,0.51,2.9,18,530
7,L.Gilbert,Seattle Mariners,Houston Astros,1, 6 ,8,4,4,1,5,2,3.29,100,67,38,11,18,7,13,44,-0.146,0.76,-0.10,0.87,-1.1,18,530
8,J.Flaherty,Detroit Tigers,Boston Red Sox,0, 6.2,1,0,0,1,9,0,3.46,104,66,34,14,18,6,6,80,0.422,1.04,0.18,0.72,3.6,20,530
9,N.Pivetta,Boston Red Sox,Detroit Tigers,1, 5.1,3,2,2,2,9,1,4.08,92,63,32,13,18,4,6,61,-0.001,0.94,-0.00,0.68,0.3,16,530
10,Z.Gallen,Arizona Diamondbacks,New York Mets,0, 0 ,1,0,0,0,0,0,3.12,5,4,2,0,2,0,1,48,-0.035,0.87,-0.01,0.59,-0.4,0,530
11,C.Scott,New York Mets,Arizona Diamondbacks,1, 5 ,4,2,2,1,4,0,3.90,91,58,39,8,10,2,12,54,0.033,0.99,0.01,0.31,0.6,15,530
12,T.Williams,Washington Nationals,Atlanta Braves,0, 5.2,4,1,1,2,4,0,2.22,95,56,35,12,9,7,10,59,0.247,0.99,0.11,0.75,2.0,17,530
13,R.Kerr,Atlanta Braves,Washington Nationals,1, 3.2,5,3,3,2,7,0,5.82,76,45,17,15,13,4,4,44,-0.157,1.08,-0.11,1.29,-1.4,11,530
14,C.Rodon,New York Yankees,Los Angeles Angels,0, 6 ,3,3,3,1,5,1,3.09,87,58,34,16,8,6,10,58,0.174,0.77,0.11,0.79,-0.3,18,530
15,P.Sandoval,Los Angeles Angels,New York Yankees,1, 6 ,2,2,2,3,7,1,5.34,102,59,27,9,23,4,8,64,0.083,0.97,0.01,0.23,1.2,18,530
