,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
0,G.Williams,Cleveland Guardians,Detroit Tigers,0, 5 ,2,0,0,1,8,0,3.72,90,59,36,11,12,5,5,70,0.286,0.97,0.15,0.87,2.5,15,730
1,T.Holton,Detroit Tigers,Cleveland Guardians,1, 2.2,2,0,0,0,1,0,2.83,34,22,14,3,5,3,6,55,0.142,0.94,0.02,0.25,1.4,8,730
2,C.Bassitt,Toronto Blue Jays,Baltimore Orioles,0, 4 ,9,5,5,1,3,1,4.02,90,56,38,4,14,6,10,26,-0.275,0.71,-0.02,0.10,-3.2,12,730
3,C.Burnes,Baltimore Orioles,Toronto Blue Jays,1, 6.2,4,2,2,3,7,0,2.47,99,63,38,13,12,10,6,62,0.184,0.59,0.15,0.79,1.8,20,730
4,W.Warren,New York Yankees,Philadelphia Phillies,0, 5.1,4,4,4,2,6,1,6.75,97,60,35,7,18,4,10,48,-0.216,0.75,-0.17,0.97,-1.2,16,730
5,A.Nola,Philadelphia Phillies,New York Yankees,1, 5.2,7,2,2,3,4,1,3.43,95,56,30,6,20,7,13,48,0.052,1.07,0.03,0.87,0.5,17,730
6,E.Cabrera,Miami Marlins,Tampa Bay Rays,0, 5 ,3,2,2,2,7,1,6.65,81,47,23,13,11,5,5,58,0.102,1.14,0.00,0.00,1.0,15,730
7,J.Springs,Tampa Bay Rays,Miami Marlins,1, 3.2,6,2,2,1,3,1,4.91,76,46,29,7,10,5,9,43,-0.104,0.77,-0.04,0.51,-0.9,11,730
8,L.Castillo,Seattle Mariners,Boston Red Sox,0, 6 ,6,3,3,1,4,1,3.43,100,67,48,6,13,6,14,51,-0.082,0.90,-0.06,1.07,0.2,18,730
9,J.Paxton,Boston Red Sox,Seattle Mariners,1, 4.1,6,6,3,1,5,1,4.52,72,48,28,9,11,4,11,37,-0.257,1.17,-0.18,1.40,-2.0,13,730
10,J.Steele,Chicago Cubs,Cincinnati Reds,0, 5 ,6,5,5,4,7,1,3.38,93,59,39,8,12,5,9,38,-0.273,0.62,-0.04,0.16,-2.4,15,730
11,T.Santillan,Cincinnati Reds,Chicago Cubs,1, 1 ,0,0,0,1,0,0,0.00,23,16,10,2,4,2,1,52,0.049,0.86,0.01,0.37,0.5,3,730
12,D.Festa,Minnesota Twins,New York Mets,0, 5 ,3,2,2,1,6,1,6.98,68,44,22,9,13,3,8,58,-0.010,0.91,-0.01,1.18,0.4,15,730
13,S.Manaea,New York Mets,Minnesota Twins,1, 7 ,2,0,0,1,11,0,3.50,96,70,31,23,16,7,5,83,0.411,0.85,0.27,0.94,3.4,21,730
14,M.Scherzer,Texas Rangers,St. Louis Cardinals,0, 4 ,4,3,3,1,5,1,3.89,68,45,23,16,6,4,7,46,-0.140,0.77,-0.05,0.47,-0.9,12,730
15,L.Lynn,St Louis Cardinals,St. Louis Cardinals,0, 5 ,3,1,1,1,3,1,4.06,87,49,37,2,10,2,13,59,0.173,0.91,0.10,0.91,1.6,15,730
16,M.Wacha,Kansas City Royals,Chicago White Sox,0, 7 ,5,2,2,2,5,1,3.58,89,57,39,7,11,10,10,62,0.091,0.78,0.07,0.97,1.4,21,730
17,J.Cannon,Chicago White Sox,Kansas City Royals,1, 7 ,1,1,1,3,2,1,4.11,94,59,40,5,14,7,13,70,0.341,0.86,0.00,0.00,2.4,21,730
18,B.Falter,Pittsburgh Pirates,Houston Astros,0, 5.1,6,2,1,0,3,1,3.95,66,47,28,8,11,5,13,53,0.186,1.07,0.11,1.04,1.4,16,730
19,H.Brown,Houston Astros,Pittsburgh Pirates,1, 5.2,9,5,4,2,8,1,4.11,102,67,37,10,20,8,9,39,-0.225,0.95,-0.15,1.09,-2.2,17,730
20,B.Elder,Atlanta Braves,Milwaukee Brewers,0, 6.1,5,1,1,1,7,0,5.67,91,59,31,12,16,9,8,65,0.205,0.62,0.16,0.80,2.7,19,730
21,J.Ross,Milwaukee Brewers,Atlanta Braves,1, 5 ,8,5,5,2,4,1,4.98,87,61,40,6,15,9,9,33,-0.250,0.86,-0.20,1.14,-2.4,15,730
22,C.Quantrill,Colorado Rockies,Los Angeles Angels,0, 3.2,9,7,7,2,4,0,4.50,92,52,30,9,13,3,13,17,-0.598,1.51,0.00,0.00,-5.5,11,730
23,G.Canning,Los Angeles Angels,Colorado Rockies,1, 6 ,6,6,6,2,6,1,5.25,97,64,37,16,11,5,13,40,-0.260,1.06,-0.01,0.08,-3.0,18,730
24,P.Corbin,Washington Nationals,Arizona Diamondbacks,0, 3 ,13,11,10,0,3,1,5.88,67,46,30,6,10,10,9,-6,-0.394,0.43,-0.04,0.07,-9.5,9,730
25,R.Nelson,Arizona Diamondbacks,Washington Nationals,1, 7 ,2,0,0,2,9,0,4.53,106,77,46,8,23,7,6,80,0.106,0.31,0.08,0.37,3.5,21,730
26,T.Glasnow,Los Angeles Dodgers,San Diego Padres,0, 7 ,6,3,3,1,8,1,3.50,102,61,33,12,16,7,11,60,0.189,0.98,0.15,1.29,0.5,21,730
27,M.Waldron,San Diego Padres,Los Angeles Dodgers,1, 4 ,5,5,5,1,6,1,3.89,81,51,26,9,16,4,7,37,-0.288,0.71,-0.24,1.00,-3.0,12,730
28,J.Sears,Oakland Athletics,San Francisco Giants,0, 7 ,3,0,0,1,9,0,4.53,95,61,27,14,20,5,8,79,0.318,0.76,0.00,0.01,3.3,21,730
29,R.Ray,San Francisco Giants,Oakland Athletics,1, 4.1,7,4,4,3,4,3,4.82,94,61,39,10,12,5,9,34,-0.183,0.90,-0.06,0.53,-1.9,13,730
