,Unnamed: 0,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
9,9,R.Weathers o4.5 Ks,GreenDotDaily,105,1.0,R.Weathers,2.05,1.0499999999999998,Miami Marlins,San Francisco Giants,1.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1
10,10,R.Weathers o4.5 Ks,cowhitchurch,105,1.0,R.Weathers,2.05,1.0499999999999998,Miami Marlins,San Francisco Giants,1.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1
11,11,R.Weathers o4.5 Ks,GDAWG5000,105,0.5,R.Weathers,1.025,0.5249999999999999,Miami Marlins,San Francisco Giants,1.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1
12,12,R.Weathers o4.5 Ks,The_Oddsmaker,105,1.0,R.Weathers,2.05,1.0499999999999998,Miami Marlins,San Francisco Giants,1.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1
13,13,R.Weathers o4.5 Ks,AnthonyDabbundo,108,1.0,R.Weathers,2.08,1.08,Miami Marlins,San Francisco Giants,1.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1
20,20,A.Gomber o4.5 Ks,Thespinzone,100,0.2,A.Gomber,0.4,0.2,Colorado Rockies,Philadelphia Phillies,0.0,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0
24,24,Y.Kikuchi u5.5 Ks,MrTuttle05,-110,1.1,Y.Kikuchi,2.1,1.0,Toronto Blue Jays,New York Yankees,1.0,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0
26,26,Y.Kikuchi u5.5 Ks,_Collin1,-105,0.53,Y.Kikuchi,1.0347619047619048,0.5047619047619047,Toronto Blue Jays,New York Yankees,1.0,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0
27,27,T.Bibee o5.5 Ks,Thespinzone,-105,0.15,T.Bibee,0.2928571428571428,0.1428571428571428,Cleveland Guardians,Boston Red Sox,0.0,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0
30,30,D.Cease u7.5 Ks,PropBetGuy,-111,1.11,D.Cease,2.1100000000000003,1.0000000000000002,San Diego Padres,Milwaukee Brewers,0.0,1.0,1,1.0,1,1.0,1
32,32,A.Civale u5.5 Ks,AnthonyDabbundo,100,1.0,A.Civale,2.0,1.0,Tampa Bay Rays,Los Angeles Angels,1.0,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0
35,35,B.Singer o4.5 Ks,cowhitchurch,-115,0.58,B.Singer,1.0843478260869563,0.5043478260869564,Kansas City Royals,Chicago White Sox,0.0,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0
37,37,L.Gilbert u7.5 Ks,gneiffer07,-118,1.18,L.Gilbert,2.18,0.9999999999999998,Seattle Mariners,Cincinnati Reds,1.0,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0
40,40,C.Mize o3.5 Ks,AnthonyDabbundo,-110,1.0,C.Mize,1.9090909090909087,0.9090909090909092,Detroit Tigers,Texas Rangers,1.0,0.5,0,0.5,0,0.5,0
