,Unnamed: 0,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
20,20,A.Gomber o4.5 Ks,Thespinzone,100,0.2,A.Gomber,0.4,0.2,Colorado Rockies,Philadelphia Phillies,0.0,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0
23,23,C.Rodon u4.5 Ks,gneiffer07,112,1.0,C.Rodon,2.12,1.12,New York Yankees,Toronto Blue Jays,0.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1
25,25,C.Rodon u4.5 Ks,_Collin1,-105,0.53,C.Rodon,1.0347619047619048,0.5047619047619047,New York Yankees,Toronto Blue Jays,0.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1
30,30,D.Cease u7.5 Ks,PropBetGuy,-111,1.11,D.Cease,2.1100000000000003,1.0000000000000002,San Diego Padres,Milwaukee Brewers,0.0,1.0,1,1.0,1,1.0,1
32,32,A.Civale u5.5 Ks,AnthonyDabbundo,100,1.0,A.Civale,2.0,1.0,Tampa Bay Rays,Los Angeles Angels,1.0,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0
34,34,J.Quintana u5.5 Ks,SBK5065,-135,1.0,J.Quintana,1.7407407407407407,0.7407407407407407,New York Mets,Pittsburgh Pirates,1.0,1.0,1,1.0,1,1.0,1
35,35,B.Singer o4.5 Ks,cowhitchurch,-115,0.58,B.Singer,1.0843478260869563,0.5043478260869564,Kansas City Royals,Chicago White Sox,0.0,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0
37,37,L.Gilbert u7.5 Ks,gneiffer07,-118,1.18,L.Gilbert,2.18,0.9999999999999998,Seattle Mariners,Cincinnati Reds,1.0,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0
42,42,C.Rodon u4.5 ks,Jason Radowitz,118,1.0,C.Rodon,2.18,1.1799999999999995,New York Yankees,Toronto Blue Jays,0.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1
43,43,T.Bibee u5.5 ks,Jason Radowitz,-108,1.0,T.Bibee,1.925925925925926,0.925925925925926,Cleveland Guardians,Boston Red Sox,0.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1
44,44,W.Miley u3.5 ks,Jason Radowitz,-164,1.0,W.Miley,1.6097560975609757,0.6097560975609757,Milwaukee Brewers,San Diego Padres,1.0,1.0,1,1.0,1,1.0,1
