,Unnamed: 0,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
3,3,T.Bradley o6.5 Ks,PropBetGuy,-106,1.06,T.Bradley,2.06,1.0,Tampa Bay Rays,Miami Marlins,1.0,0.5714285714285714,1,0.6,1,0.6,1
6,6,G.Rodriguez o6.5 Ks,charliedisturco,200,0.2,G.Rodriguez,0.6000000000000001,0.4000000000000001,Baltimore Orioles,Toronto Blue Jays,1.0,0.5789473684210527,1,0.8,1,0.5,0
7,7,G.Rodriguez o5.5 Ks,charliedisturco,-104,0.6,G.Rodriguez,1.176923076923077,0.576923076923077,Baltimore Orioles,Toronto Blue Jays,1.0,0.7368421052631579,1,0.8,1,0.7,1
11,11,F.Valdez u7.5 Ks,SBK5065,-155,1.2,F.Valdez,1.9741935483870965,0.7741935483870965,Houston Astros,Pittsburgh Pirates,1.0,0.7777777777777778,1,0.6,1,0.7,1
17,17,L.Severino u5.5 strikeouts,Rotowire,100,0.75,L.Severino,1.5,0.75,New York Mets,Minnesota Twins,1.0,0.65,1,0.6,1,0.7,1
18,18,B.Singer u5.5 strikeouts,Rotowire,100,0.75,B.Singer,1.5,0.75,Kansas City Royals,Chicago White Sox,0.0,0.6190476190476191,1,0.6,1,0.7,1
19,19,F.Peralta u7.5 strikeouts,Rotowire,100,0.75,F.Peralta,1.5,0.75,Milwaukee Brewers,Atlanta Braves,1.0,0.6666666666666666,1,0.6,1,0.7,1
20,20,D.Cease o7.5 strikeouts,Rotowire,100,0.75,D.Cease,1.5,0.75,San Diego Padres,Los Angeles Dodgers,1.0,0.5454545454545454,1,0.8,1,0.7,1
21,21,C.Kershaw o3.5 strikeouts,Rotowire,100,0.75,C.Kershaw,1.5,0.75,Los Angeles Dodgers,San Diego Padres,0.0,1.0,1,1.0,1,1.0,1
22,22,G.Rodriguez o5.5 strikeouts,Rotowire,100,0.75,G.Rodriguez,1.5,0.75,Baltimore Orioles,Toronto Blue Jays,1.0,0.7368421052631579,1,0.8,1,0.7,1
25,25,C.Kershaw o3.5 strikeouts,Rotowire Prizepicks,100,1.5,C.Kershaw,3.0,1.5,Los Angeles Dodgers,San Diego Padres,0.0,1.0,1,1.0,1,1.0,1
27,27,G.Kirby o5.5 strikeouts,Rotowire Prizepicks,100,1.5,G.Kirby,3.0,1.5,Seattle Mariners,Boston Red Sox,0.0,0.5909090909090909,1,0.8,1,0.7,1
28,28,N.Cortes u5.5 strikeouts,Rotowire Prizepicks,100,1.5,N.Cortes,3.0,1.5,New York Yankees,Philadelphia Phillies,0.0,0.5454545454545454,1,0.8,1,0.6,1
29,29,N.Lodolo u5.5 strikeouts,Rotowire Prizepicks,100,1.5,N.Lodolo,3.0,1.5,Cincinnati Reds,Chicago Cubs,1.0,0.4375,0,0.8,1,0.6,1
