,Unnamed: 0,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,0,M.Waldron o4.5 Ks,PropBetGuy,-115,1.15,M.Waldron,2.1499999999999995,0.9999999999999996,San Diego Padres,Los Angeles Angels,0,0.6363636363636364,1,0.8,1,0.6,1
1,1,T.Megill o4.5 Ks,PropBetGuy,-130,1.3,T.Megill,2.3,0.9999999999999998,New York Mets,Washington Nationals,0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1
2,2,K.Gausman o5.5 Ks,gneiffer07,115,1.0,K.Gausman,2.15,1.15,Toronto Blue Jays,Baltimore Orioles,1,0.5454545454545454,1,0.8,1,0.5,0
4,4,T.Skubal o7.5 Ks,jimsannes,142,0.8,T.Skubal,1.936,1.136,Detroit Tigers,Texas Rangers,0,0.3636363636363636,0,0.4,0,0.4,0
5,5,J.Verlander u6.5 Ks,JoeDellera,-134,0.5,J.Verlander,0.8731343283582089,0.3731343283582089,Houston Astros,St Louis Cardinals,1,0.5,0,0.4,0,0.5,0
6,6,J.Verlander u6.5 Ks,SBK5065,-134,1.0,J.Verlander,1.7462686567164178,0.7462686567164178,Houston Astros,St Louis Cardinals,1,0.5,0,0.4,0,0.5,0
7,7,J.Verlander u6.5 Ks,MrTuttle05,-145,1.45,J.Verlander,2.45,1.0000000000000002,Houston Astros,St Louis Cardinals,1,0.5,0,0.4,0,0.5,0
13,13,R.Feltner o1.5 walks allowed,Teddy Ricketson,-190,1.0,R.Feltner,1.526315789473684,0.5263157894736841,Colorado Rockies,Cincinnati Reds,1,0.8181818181818182,1,0.8,1,0.8,1
14,14,M.Waldron o4.5 strikeouts,Teddy Ricketson,-125,1.0,M.Waldron,1.8,0.8,San Diego Padres,Los Angeles Angels,0,0.6363636363636364,1,0.8,1,0.6,1
18,18,K.Gausman o5.5 strikeouts,Rotowire,100,0.75,K.Gausman,1.5,0.75,Toronto Blue Jays,Baltimore Orioles,1,0.5454545454545454,1,0.8,1,0.5,0
20,20,R.Feltner u4.5 strikeouts,Rotowire,100,0.75,R.Feltner,1.5,0.75,Colorado Rockies,Cincinnati Reds,1,0.7272727272727273,1,0.8,1,0.7,1
21,21,T.Skubal o6.5 strikeouts,Rotowire,100,0.75,T.Skubal,1.5,0.75,Detroit Tigers,Texas Rangers,0,0.4545454545454545,0,0.6,1,0.5,0
22,22,A.Abbott u4.5 strikeouts,Rotowire,100,0.75,A.Abbott,1.5,0.75,Cincinnati Reds,Colorado Rockies,0,0.7272727272727273,1,0.8,1,0.7,1
24,24,R.Feltner u4.5 strikeouts,Rotowire Prizepicks,100,1.5,R.Feltner,3.0,1.5,Colorado Rockies,Cincinnati Reds,1,0.7272727272727273,1,0.8,1,0.7,1
