,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,J.Martinez o0.5 RBI,Thespinzone,155,0.25,J.Martinez,0.6375,0.38749999999999996,New York Mets,Washington Nationals,0,0.41818181818181815,0,0.4,0,0.4,0
1,F.Lindor o0.5 Runs Scored,Thespinzone,-115,0.25,F.Lindor,0.46739130434782605,0.21739130434782605,New York Mets,Washington Nationals,0,0.5185185185185185,1,0.8,1,0.6,1
2,J.Young o0.5 Runs Scored,Thespinzone,170,0.25,J.Young,0.675,0.42500000000000004,Washington Nationals,New York Mets,1,0.4057971014492754,0,0.8,1,0.7,1
3,J.Meyers o0.5 RBI,Thespinzone,210,0.25,J.Meyers,0.775,0.525,Houston Astros,Toronto Blue Jays,0,0.30303030303030304,0,0.6,1,0.4,0
4,S.Horwitz o0.5 Runs Scored,Thespinzone,155,0.25,S.Horwitz,0.6375,0.38749999999999996,Toronto Blue Jays,Houston Astros,1,0.3888888888888889,0,0.6,1,0.4,0
5,Y.Rodriguez u3.5 Ks,MikeRandle,-115,1.0,Y.Rodriguez,1.8695652173913042,0.8695652173913042,Toronto Blue Jays,Houston Astros,1,0.6,1,0.6,1,0.6,1
6,H.Brown o4.5 Ks,PropBetGuy,-125,1.0,H.Brown,1.8,0.8,Houston Astros,Toronto Blue Jays,0,0.7333333333333333,1,1.0,1,0.9,1
7,Y.Rodriguez u3.5 ks,Jason Radowitz,-122,1.0,Y.Rodriguez,1.819672131147541,0.819672131147541,Toronto Blue Jays,Houston Astros,1,0.6,1,0.6,1,0.6,1
8,M.Gore u6.5 ks,Jason Radowitz,-154,1.0,M.Gore,1.6493506493506493,0.6493506493506493,Washington Nationals,New York Mets,1,0.5,0,0.4,0,0.4,0
9,A.Gomber u3.5 ks,Jason Radowitz,-112,1.0,A.Gomber,1.8928571428571428,0.8928571428571428,Colorado Rockies,Milwaukee Brewers,1,0.4666666666666667,0,0.6,1,0.5,0
10,C.Blackmon o1.5 hits+runs+rbi,Rotowire,100,0.75,C.Blackmon,1.5,0.75,Colorado Rockies,Milwaukee Brewers,1,0.484375,0,0.2,0,0.5,0
11,D.Peterson u17.5 outs,Rotowire,100,0.75,D.Peterson,1.5,0.75,New York Mets,Washington Nationals,0,0.6,1,0.6,1,0.6,1
12,D.Peterson o4.5 strikeouts,Rotowire,100,0.75,D.Peterson,1.5,0.75,New York Mets,Washington Nationals,0,0.4,0,0.4,0,0.4,0
13,M.Gore o5.5 strikeouts,Rotowire,100,0.75,M.Gore,1.5,0.75,Washington Nationals,New York Mets,1,0.625,1,0.6,1,0.6,1
14,D.Peterson u17.5 outs,Rotowire Prizepicks,100,1.5,D.Peterson,3.0,1.5,New York Mets,Washington Nationals,0,0.6,1,0.6,1,0.6,1
15,D.Peterson o4.5 strikeouts,Rotowire Prizepicks,100,1.5,D.Peterson,3.0,1.5,New York Mets,Washington Nationals,0,0.4,0,0.4,0,0.4,0
16,M.Gore o5.5 strikeouts,Rotowire Prizepicks,100,1.5,M.Gore,3.0,1.5,Washington Nationals,New York Mets,1,0.625,1,0.6,1,0.6,1
17,A.Gomber u3.5 strikeouts,Rotowire Prizepicks,100,1.5,A.Gomber,3.0,1.5,Colorado Rockies,Milwaukee Brewers,1,0.4666666666666667,0,0.6,1,0.5,0
