,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,M.Waldron o4.5 Ks,PropBetGuy,-115,1.15,M.Waldron,2.1499999999999995,0.9999999999999996,San Diego Padres,Los Angeles Angels,0,0.6363636363636364,1,0.8,1,0.6,1
1,T.Megill o4.5 Ks,PropBetGuy,-130,1.3,T.Megill,2.3,0.9999999999999998,New York Mets,Washington Nationals,0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1
2,K.Gausman o5.5 Ks,gneiffer07,115,1.0,K.Gausman,2.15,1.15,Toronto Blue Jays,Baltimore Orioles,1,0.5454545454545454,1,0.8,1,0.5,0
3,N.Eovaldi u4.5 Ks,MrTuttle05,110,1.0,N.Eovaldi,2.1,1.1,Texas Rangers,Detroit Tigers,1,0.375,0,0.4,0,0.375,0
4,T.Skubal o7.5 Ks,jimsannes,142,0.8,T.Skubal,1.936,1.136,Detroit Tigers,Texas Rangers,0,0.36363636363636365,0,0.4,0,0.4,0
5,J.Verlander u6.5 Ks,JoeDellera,-134,0.5,J.Verlander,0.8731343283582089,0.3731343283582089,Houston Astros,St Louis Cardinals,1,0.5,0,0.4,0,0.5,0
6,J.Verlander u6.5 Ks,SBK5065,-134,1.0,J.Verlander,1.7462686567164178,0.7462686567164178,Houston Astros,St Louis Cardinals,1,0.5,0,0.4,0,0.5,0
7,J.Verlander u6.5 Ks,MrTuttle05,-145,1.45,J.Verlander,2.45,1.0000000000000002,Houston Astros,St Louis Cardinals,1,0.5,0,0.4,0,0.5,0
8,B.Wilson u15.5 Outs,SBK5065,-145,1.15,B.Wilson,1.943103448275862,0.7931034482758621,Milwaukee Brewers,Philadelphia Phillies,0,0.7142857142857143,1,0.6,1,0.7142857142857143,1
9,R.Nelson u16.5 Outs,PropBetGuy,-113,1.13,R.Nelson,2.13,1.0,Arizona Diamondbacks,San Francisco Giants,1,0.75,1,0.8,1,0.75,1
10,M.Vierling o0.5 HR,Jason Radowitz,600,0.1,M.Vierling,0.7000000000000001,0.6000000000000001,Detroit Tigers,Texas Rangers,0,0.11538461538461539,0,0.2,0,0.3,0
11,K.Tucker o0.5 HR,Jason Radowitz,420,0.1,K.Tucker,0.52,0.42000000000000004,Houston Astros,St Louis Cardinals,1,0.2542372881355932,0,0.2,0,0.2,0
12,M.Yastrzemski o0.5 HR,Jason Radowitz,480,0.1,M.Yastrzemski,0.58,0.48,San Francisco Giants,Arizona Diamondbacks,0,0.1,0,0.0,0,0.1,0
13,R.Feltner o1.5 walks allowed,Teddy Ricketson,-190,1.0,R.Feltner,1.526315789473684,0.5263157894736841,Colorado Rockies,Cincinnati Reds,1,0.8181818181818182,1,0.8,1,0.8,1
14,M.Waldron o4.5 strikeouts,Teddy Ricketson,-125,1.0,M.Waldron,1.8,0.8,San Diego Padres,Los Angeles Angels,0,0.6363636363636364,1,0.8,1,0.6,1
15,G.Urshela o0.5 hits,Teddy Ricketson,-265,1.0,G.Urshela,1.3773584905660377,0.37735849056603765,Detroit Tigers,Texas Rangers,0,0.6060606060606061,1,1.0,1,0.7,1
16,D.Millas o0.5 hits+runs+rbi,Rotowire,100,0.75,D.Millas,1.5,0.75,Washington Nationals,New York Mets,1,0.5,0,0.5,0,0.5,0
17,L.Torrens u1.5 total bases,Rotowire,100,0.75,L.Torrens,1.5,0.75,New York Mets,Washington Nationals,0,1.0,1,1.0,1,1.0,1
18,K.Gausman o5.5 strikeouts,Rotowire,100,0.75,K.Gausman,1.5,0.75,Toronto Blue Jays,Baltimore Orioles,1,0.5454545454545454,1,0.8,1,0.5,0
19,K.Gibson u4.5 strikeouts,Rotowire,100,0.75,K.Gibson,1.5,0.75,St Louis Cardinals,Houston Astros,0,0.5454545454545454,1,0.6,1,0.5,0
20,R.Feltner u4.5 strikeouts,Rotowire,100,0.75,R.Feltner,1.5,0.75,Colorado Rockies,Cincinnati Reds,1,0.7272727272727273,1,0.8,1,0.7,1
21,T.Skubal o6.5 strikeouts,Rotowire,100,0.75,T.Skubal,1.5,0.75,Detroit Tigers,Texas Rangers,0,0.45454545454545453,0,0.6,1,0.5,0
22,A.Abbott u4.5 strikeouts,Rotowire,100,0.75,A.Abbott,1.5,0.75,Cincinnati Reds,Colorado Rockies,0,0.7272727272727273,1,0.8,1,0.7,1
23,M.Waldron u17.5 outs,Rotowire Prizepicks,100,1.5,M.Waldron,3.0,1.5,San Diego Padres,Los Angeles Angels,0,0.7272727272727273,1,0.8,1,0.7,1
24,R.Feltner u4.5 strikeouts,Rotowire Prizepicks,100,1.5,R.Feltner,3.0,1.5,Colorado Rockies,Cincinnati Reds,1,0.7272727272727273,1,0.8,1,0.7,1
25,A.Abbott o4.5 strikeouts,Rotowire Prizepicks,100,1.5,A.Abbott,3.0,1.5,Cincinnati Reds,Colorado Rockies,0,0.2727272727272727,0,0.2,0,0.3,0
