Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit
C.Rodon o6.5 Ks,rsura_,New York Yankees,C.Rodon,Kansas City Royals,1.0,0.4285714285714285,0,0.4,0,0.6,1,-118,1.18,2.18,0.9999999999999998
C.Rodon o6.5 Ks,LinesAtLunch,New York Yankees,C.Rodon,Kansas City Royals,1.0,0.4285714285714285,0,0.4,0,0.6,1,-118,1.18,2.18,0.9999999999999998
B.Singer u2.5 BB,SBK5065,Kansas City Royals,B.Singer,New York Yankees,0.0,0.8571428571428571,1,1.0,1,1.0,1,-160,1.0,1.625,0.625
N.Martinez u1.5 BB,SBK5065,Cincinnati Reds,N.Martinez,Atlanta Braves,0.0,0.8333333333333334,1,0.6,1,0.8,1,-125,1.0,1.8,0.8
V.Guerrero o1.5 Total Bases,MJCLocks,Toronto Blue Jays,V.Guerrero,New York Mets,1.0,0.0,0,0.0,0,0.0,0,105,1.0,2.05,1.0499999999999998
W.Buehler u15.5 Outs,SBK5065,Los Angeles Dodgers,W.Buehler,Chicago Cubs,1.0,0.75,1,1.0,1,0.7,1,-131,1.0,1.763358778625954,0.7633587786259541
K.Hendricks o5.5 Hits Allowed,Bettingyoda,Chicago Cubs,K.Hendricks,Los Angeles Dodgers,0.0,0.45,0,0.4,0,0.3,0,-110,1.0,1.9090909090909087,0.9090909090909092
C.Sanchez u6.5 Ks,SBK5065,Philadelphia Phillies,C.Sanchez,Tampa Bay Rays,1.0,0.6666666666666666,1,0.4,0,0.6,1,-155,1.0,1.6451612903225803,0.6451612903225805
P.Skenes u1.5 Earned Runs,LinesAtLunch,Pittsburgh Pirates,P.Skenes,Miami Marlins,1.0,0.5263157894736842,1,0.4,0,0.4,0,-130,1.3,2.3,0.9999999999999998
R.Detmers o16.5 Outs,LinesAtLunch,Los Angeles Angels,R.Detmers,Minnesota Twins,0.0,0.3846153846153846,0,0.2,0,0.3,0,-115,1.15,2.1499999999999995,0.9999999999999996
A.Gimenez o1.5 hits+runs+rbi,Rotowire,Cleveland Guardians,A.Gimenez,Chicago White Sox,0.0,0.4661654135338345,0,0.8,1,0.7,1,100,0.75,1.5,0.75
C.Sanchez o1.5 earned runs,Rotowire,Philadelphia Phillies,C.Sanchez,Tampa Bay Rays,1.0,0.5555555555555556,1,0.8,1,0.8,1,100,0.75,1.5,0.75
B.Marsh o0.5 total bases,Rotowire Prizepicks,Philadelphia Phillies,B.Marsh,Tampa Bay Rays,1.0,0.5677966101694916,1,1.0,1,0.8,1,100,1.5,3.0,1.5
B.Witt o0.5 HR,gneiffer07,Kansas City Royals,B.Witt,New York Yankees,0.0,0.1805555555555555,0,0.0,0,0.2,0,400,0.5,2.5,2.0
J.Soto o0.5 HR,gneiffer07,New York Yankees,J.Soto,Kansas City Royals,1.0,0.2230215827338129,0,0.2,0,0.1,0,360,0.5,2.3,1.7999999999999998
F.Lindor o0.5 HR,gneiffer07,New York Mets,F.Lindor,Toronto Blue Jays,0.0,0.1818181818181818,0,0.2,0,0.3,0,375,0.5,2.375,1.875
G.Henderson o0.5 HR,gneiffer07,Baltimore Orioles,G.Henderson,Boston Red Sox,0.0,0.2464788732394366,0,0.4,0,0.3,0,575,0.5,3.375,2.875
J.Bride o0.5 hits+runs+rbi,Rotowire,Miami Marlins,J.Bride,Pittsburgh Pirates,0.0,0.7291666666666666,1,0.8,1,0.8,1,100,0.75,1.5,0.75
J.Soto o0.5 HR,charliedisturco,New York Yankees,J.Soto,Kansas City Royals,1.0,0.2230215827338129,0,0.2,0,0.1,0,360,0.15,0.69,0.5399999999999999
B.Witt o0.5 HR,charliedisturco,Kansas City Royals,B.Witt,New York Yankees,0.0,0.1805555555555555,0,0.0,0,0.2,0,400,0.15,0.75,0.6
L.Robert o0.5 HR,charliedisturco,Chicago White Sox,L.Robert,Cleveland Guardians,1.0,0.1428571428571428,0,0.0,0,0.0,0,450,0.15,0.825,0.6749999999999999
C.Rodon u6.5 Ks,MoneylineHacks,New York Yankees,C.Rodon,Kansas City Royals,1.0,0.5714285714285714,1,0.6,1,0.4,0,-110,1.0,1.9090909090909087,0.9090909090909092
R.Burr o1.5 Ks,MoneylineHacks,Toronto Blue Jays,R.Burr,New York Mets,1.0,1.0,1,1.0,1,1.0,1,110,1.0,2.1,1.1
J.Winker o0.5 RBI,MoneylineHacks,New York Mets,J.Winker,Toronto Blue Jays,0.0,0.2727272727272727,0,0.2,0,0.3,0,250,0.5,1.75,1.25
C.Sulser o2.5 Ks,MoneylineHacks,Tampa Bay Rays,C.Sulser,Philadelphia Phillies,0.0,0.0,0,0.0,0,0.0,0,155,1.0,2.55,1.5499999999999998
C.Sanchez u5.5 Ks,MoneylineHacks,Philadelphia Phillies,C.Sanchez,Tampa Bay Rays,1.0,0.6296296296296297,1,0.4,0,0.6,1,115,1.0,2.15,1.15
D.Festa u5.5 Ks,MoneylineHacks,Minnesota Twins,D.Festa,Los Angeles Angels,1.0,0.3333333333333333,0,0.4,0,0.3333333333333333,0,126,2.0,4.52,2.52
G.Conine o0.5 Hits,MoneylineHacks,Miami Marlins,G.Conine,Pittsburgh Pirates,0.0,0.5833333333333334,1,0.6,1,0.6,1,-105,1.0,1.9523809523809523,0.9523809523809524
S.Kwan o1.5 hits+runs+rbi,Rotowire,Cleveland Guardians,S.Kwan,Chicago White Sox,0.0,0.5565217391304348,1,0.2,0,0.3,0,100,0.75,1.5,0.75
S.Ohtani o1.5 total bases,Rotowire,Los Angeles Dodgers,S.Ohtani,Chicago Cubs,1.0,0.5579710144927537,1,0.6,1,0.6,1,100,0.75,1.5,0.75
W.Buehler o4.5 hits allowed,Rotowire Prizepicks,Los Angeles Dodgers,W.Buehler,Chicago Cubs,1.0,0.8333333333333334,1,0.8,1,0.8,1,100,1.5,3.0,1.5
M.Wallner o0.5 total bases,Rotowire Prizepicks,Minnesota Twins,M.Wallner,Los Angeles Angels,1.0,0.5573770491803278,1,0.8,1,0.6,1,100,1.5,3.0,1.5
