,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,P.Corbin u17.5 Outs,gneiffer07,-121,1.21,P.Corbin,2.21,1.0,Washington Nationals,St Louis Cardinals,1.0,0.5294117647058824,1,0.6,1,0.5,0
1,C.Ragans o7.5 Ks,MikeRandle,-135,1.0,C.Ragans,1.7407407407407407,0.7407407407407407,Kansas City Royals,Colorado Rockies,0.0,0.3888888888888889,0,0.4,0,0.3,0
2,L.Severino o4.5 Ks,charliedisturco,-125,1.25,L.Severino,2.25,1.0,New York Mets,Pittsburgh Pirates,0.0,0.4375,0,0.2,0,0.3,0
3,N.Cortes u17.5 Outs,gneiffer07,145,1.0,N.Cortes,2.45,1.4500000000000002,New York Yankees,Boston Red Sox,1.0,0.5,0,0.4,0,0.6,1
4,D.Thorpe o15.5 outs,Rotowire,100,0.75,D.Thorpe,1.5,0.75,Chicago White Sox,Miami Marlins,0.0,0.5,0,0.5,0,0.5,0
5,R.Vasquez u15.5 outs,Rotowire,100,0.75,R.Vasquez,1.5,0.75,San Diego Padres,Arizona Diamondbacks,1.0,0.8181818181818182,1,0.8,1,0.8,1
6,D.Thorpe u4.5 strikeouts,Rotowire,100,0.75,D.Thorpe,1.5,0.75,Chicago White Sox,Miami Marlins,0.0,0.75,1,0.75,1,0.75,1
7,K.Freeland o2.5 strikeouts,Rotowire,100,0.75,K.Freeland,1.5,0.75,Colorado Rockies,Kansas City Royals,1.0,0.5,0,0.6,1,0.5,0
8,T.Bibee o6.5 strikeouts,Rotowire,100,0.75,T.Bibee,1.5,0.75,Cleveland Guardians,San Francisco Giants,1.0,0.5294117647058824,1,0.8,1,0.6,1
9,R.Vasquez u3.5 strikeouts,Rotowire,100,0.75,R.Vasquez,1.5,0.75,San Diego Padres,Arizona Diamondbacks,1.0,0.7272727272727273,1,0.8,1,0.7,1
10,C.Spiers u4.5 strikeouts,Rotowire,100,0.75,C.Spiers,1.5,0.75,Cincinnati Reds,Detroit Tigers,1.0,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0
11,D.Thorpe u16.5 outs,Rotowire Prizepicks,100,1.5,D.Thorpe,3.0,1.5,Chicago White Sox,Miami Marlins,0.0,0.5,0,0.5,0,0.5,0
12,D.Thorpe o4.5 strikeouts,Rotowire Prizepicks,100,1.5,D.Thorpe,3.0,1.5,Chicago White Sox,Miami Marlins,0.0,0.25,0,0.25,0,0.25,0
13,K.Freeland o3.5 strikeouts,Rotowire Prizepicks,100,1.5,K.Freeland,3.0,1.5,Colorado Rockies,Kansas City Royals,1.0,0.16666666666666666,0,0.2,0,0.16666666666666666,0
