,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,M.Garver o0.5 RBI,Thespinzone,170,0.25,M.Garver,0.675,0.42500000000000004,Seattle Mariners,Washington Nationals,0,0.2619047619047619,0,0.0,0,0.2,0
1,D.Moore o0.5 Runs Scored,Thespinzone,-105,0.25,D.Moore,0.4880952380952381,0.23809523809523808,Seattle Mariners,Washington Nationals,0,0.36585365853658536,0,0.4,0,0.4,0
2,G.Kirby u5.5 Ks,GreenDotDaily,-120,1.0,G.Kirby,1.8333333333333335,0.8333333333333335,Seattle Mariners,Washington Nationals,0,0.5,0,0.6,1,0.5,0
3,G.Kirby u5.5 Ks,SBK5065,-120,0.6,G.Kirby,1.1,0.5000000000000001,Seattle Mariners,Washington Nationals,0,0.5,0,0.6,1,0.5,0
4,G.Kirby u5.5 Ks,cowhitchurch,-120,0.6,G.Kirby,1.1,0.5000000000000001,Seattle Mariners,Washington Nationals,0,0.5,0,0.6,1,0.5,0
5,G.Kirby u5.5 Ks,The_Oddsmaker,-120,1.2,G.Kirby,2.2,1.0000000000000002,Seattle Mariners,Washington Nationals,0,0.5,0,0.6,1,0.5,0
6,G.Kirby u5.5 Ks,charliedisturco,-115,1.15,G.Kirby,2.1499999999999995,0.9999999999999996,Seattle Mariners,Washington Nationals,0,0.5,0,0.6,1,0.5,0
7,G.Kirby u1.5 BB,SBK5065,-248,2.0,G.Kirby,2.806451612903226,0.806451612903226,Seattle Mariners,Washington Nationals,0,0.9,1,1.0,1,0.9,1
8,G.Kirby u0.5 BB,cowhitchurch,159,0.5,G.Kirby,1.295,0.7949999999999999,Seattle Mariners,Washington Nationals,0,0.6,1,0.6,1,0.6,1
9,M.Gore o16.5 Outs,cowhitchurch,-110,0.55,M.Gore,1.05,0.5,Washington Nationals,Seattle Mariners,1,0.4444444444444444,0,0.6,1,0.4444444444444444,0
10,S.Perez o0.5 RBI,Thespinzone,140,0.25,S.Perez,0.6,0.35,Kansas City Royals,Tampa Bay Rays,0,0.4489795918367347,0,0.8,1,0.5,0
11,B.Witt o0.5 Runs Scored,Thespinzone,-103,0.25,B.Witt,0.49271844660194175,0.24271844660194175,Kansas City Royals,Tampa Bay Rays,0,0.6078431372549019,1,0.8,1,0.7,1
12,S.Lugo o5.5 Ks,cowhitchurch,-125,0.63,S.Lugo,1.1340000000000001,0.5040000000000001,Kansas City Royals,Tampa Bay Rays,0,0.4,0,0.8,1,0.4,0
13,T.Stephenson o0.5 HR,charliedisturco,400,0.15,T.Stephenson,0.75,0.6,Cincinnati Reds,Los Angeles Dodgers,1,0.13157894736842105,0,0.2,0,0.1,0
14,J.Paxton u15.5 Outs,charliedisturco,-144,0.58,J.Paxton,0.9827777777777778,0.4027777777777778,Los Angeles Dodgers,Cincinnati Reds,0,0.5,0,0.4,0,0.5,0
15,J.Paxton u2.5 BB,cowhitchurch,-160,0.8,J.Paxton,1.3,0.5,Los Angeles Dodgers,Cincinnati Reds,0,0.5,0,0.6,1,0.5,0
16,J.Paxton u4.5 Ks,charliedisturco,120,0.5,J.Paxton,1.1,0.6000000000000001,Los Angeles Dodgers,Cincinnati Reds,0,0.875,1,1.0,1,0.875,1
17,K.Carpenter o0.5 RBI,Thespinzone,163,0.25,K.Carpenter,0.6575,0.4075,Detroit Tigers,Toronto Blue Jays,1,0.34782608695652173,0,0.4,0,0.3,0
18,D.Jansen o0.5 Runs Scored,Thespinzone,-109,0.2,D.Jansen,0.3834862385321101,0.1834862385321101,Toronto Blue Jays,Detroit Tigers,0,0.5652173913043478,1,0.6,1,0.5,0
19,M.Manning o1.5 BB,cowhitchurch,110,0.5,M.Manning,1.05,0.55,Detroit Tigers,Toronto Blue Jays,1,0.8,1,0.8,1,0.8,1
20,L.Matos o0.5 RBI,Thespinzone,260,0.25,L.Matos,0.9,0.65,San Francisco Giants,New York Mets,0,0.7,1,0.4,0,0.7,1
21,M.Ozuna o0.5 RBI,Thespinzone,-105,0.25,M.Ozuna,0.4880952380952381,0.23809523809523808,Atlanta Braves,Pittsburgh Pirates,0,0.5319148936170213,1,0.8,1,0.5,0
22,R.Acuna o0.5 HR,charliedisturco,420,0.15,R.Acuna,0.78,0.63,Atlanta Braves,Pittsburgh Pirates,0,0.06521739130434782,0,0.0,0,0.0,0
23,S.Imanaga u5.5 Ks,MrTuttle05,-105,1.05,S.Imanaga,2.05,0.9999999999999998,Chicago Cubs,St Louis Cardinals,0,0.3333333333333333,0,0.0,0,0.3333333333333333,0
24,J.Soto o1.5 Total Bases,GoldBoys,110,1.0,J.Soto,2.1,1.1,New York Yankees,San Diego Padres,0,0.46153846153846156,0,0.4,0,0.5,0
25,F.Tatis o0.5 HR,charliedisturco,425,0.15,F.Tatis,0.7875,0.6375,San Diego Padres,New York Yankees,1,0.13725490196078433,0,0.0,0,0.0,0
26,Y.Alvarez o0.5 HR,charliedisturco,290,0.15,Y.Alvarez,0.585,0.43499999999999994,Houston Astros,Oakland Athletics,0,0.14285714285714285,0,0.2,0,0.1,0
27,B.Garrett u1.5 BB,SBK5065,-115,0.58,B.Garrett,1.0843478260869563,0.5043478260869564,Miami Marlins,Arizona Diamondbacks,0,0.5,0,0.5,0,0.5,0
28,M.Manning u4.5 ks,Jason Radowitz,-152,1.0,M.Manning,1.6578947368421053,0.6578947368421053,Detroit Tigers,Toronto Blue Jays,1,0.4,0,0.4,0,0.4,0
29,S.Lugo o5.5 ks,Jason Radowitz,-118,1.0,S.Lugo,1.847457627118644,0.847457627118644,Kansas City Royals,Tampa Bay Rays,0,0.4,0,0.8,1,0.4,0
